ASSAY_ID	ASSAY	PROJECT	PLATE	WELL	WELL_TYPE	RAW_VALUE_A	BSUB_VALUE_A	Z_SCORE_A	RAW_VALUE_B	BSUB_VALUE_B	Z_SCORE_B	RAW_VALUE_C	BSUB_VALUE_C	Z_SCORE_C	COMPOSITE_Z	REPRODUCIBILITY	CHEMBANK_ID	VIRTUAL_ID	SMILES
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	I23	mock treatment	1052.0	105.0	0.16	1486.0	-42.9	-0.08	1128.0	161.652777777778	0.217717449468355	0.1747	0.6192			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	I24	mock treatment	1068.0	121.0	0.19	1356.0	-173.0	-0.31	1277.0	310.652777777778	0.41839386478724	0.1699	0.3068			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J01	mock treatment	1184.0	237.0	0.37	1516.0	-12.9	-0.02	1060.0	93.6527777777781	0.126133582074501	0.2709	0.698			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J02	mock treatment	975.0	27.8	0.04	1577.0	48.1	0.09	1211.0	244.652777777778	0.329503640552029	0.265	0.7717			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J03	compound treatment	1049.0	102.0	0.16	1182.0	-347.0	-0.62	1087.0	120.652777777778	0.162497764716178	-0.1755	-0.2644	2060452	SpecPlus_000821	CC1(C)O[C@@H]2C[C@](O)(C[C@@H](O)[C@@H]2O1)C(=O)N
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J04	compound treatment	1229.5	282.0	0.44	1442.0	-86.9	-0.16	1047.0	80.6527777777781	0.108624901543323	0.2246	0.4715	2548	SpecPlus_000822	CCCCC[C@](C)(C/C=C/C=C/C(=O)OC(C)C)OC
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J05	compound treatment	1095.0	148.0	0.23	1486.0	-42.9	-0.08	936.0	-30.3472222222219	-0.0408722937613498	0.0638	0.2608	4362	SpecPlus_000823	CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J06	compound treatment	911.0	-36.3	-0.06	929.0	-600.0	-1.08	743.0	-223.347222222222	-0.300808858570376	-0.8289	-0.7392	2060453	SpecPlus_000824	Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J07	compound treatment	1134.0	187.0	0.29	1653.0	124.0	0.22	999.0	32.6527777777781	0.0439774657358971	0.321	0.8731	2830	SpecPlus_000825	Clc1ccc2n(C3CCN(CCCn4c(=O)[nH]c5ccccc45)CC3)c(=O)[nH]c2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J08	compound treatment	1166.5	219.0	0.34	1515.0	-13.9	-0.03	982.0	15.6527777777781	0.0210814988874336	0.1936	0.568	2060454	SpecPlus_000826	Oc1cc(O)c2c(=O)cc(oc2c1)c3cc(O)c(O)c(O)c3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J09	compound treatment	1100.0	153.0	0.24	1486.0	-42.9	-0.08	1118.0	151.652777777778	0.204249233675141	0.2098	0.6521	3173492	SpecPlus_000827	COc1cc2CC[C@H](NC(=O)C)c3cc(=O)c(O)ccc3-c2c(OC)c1OC
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J10	compound treatment	1269.0	322.0	0.5	1244.0	-285.0	-0.51	1042.0	75.6527777777781	0.101890793646716	0.0504	0.0698	3173493	SpecPlus_000828	CC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J11	compound treatment	1229.5	282.0	0.44	1478.0	-50.9	-0.09	1074.0	107.652777777778	0.144989084185	0.2829	0.6032	1429	SpecPlus_000829	CCCCOC(=O)c1ccc(N)cc1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J12	compound treatment	1334.0	387.0	0.6	1542.5	13.6	0.02	1287.5	321.152777777778	0.432535491370115	0.6093	0.8248	2060455	SpecPlus_000830	NC(=N)Nc1ccc(Cl)cc1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J13	compound treatment	1214.0	267.0	0.41	1400.0	-129.0	-0.23	1004.0	37.6527777777781	0.0507115736325039	0.1337	0.2808	1036721	SpecPlus_000831	Oc1c(oc2ccccc2c1=O)c3ccccc3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J14	compound treatment	1176.0	229.0	0.35	1511.0	-17.9	-0.03	1118.0	151.652777777778	0.204249233675141	0.3036	0.7408	1008178	SpecPlus_000832	COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J15	compound treatment	1369.0	422.0	0.65	1367.0	-162.0	-0.29	1005.0	38.6527777777781	0.0520583952118253	0.2386	0.3331	1606	SpecPlus_000833	NS(=O)(=O)c1cc2c(NC(CSCC=C)NS2(=O)=O)cc1Cl
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J16	compound treatment	1236.0	289.0	0.45	1379.0	-150.0	-0.27	1288.5	322.152777777778	0.433882312949436	0.3528	0.5198	2060456	SpecPlus_000834	C[C@@H]1CC(Cl)CC[C@H]1C(=O)OC(C)(C)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J17	compound treatment	1071.5	124.0	0.19	1473.0	-55.9	-0.1	1203.5	237.152777777778	0.319402478707119	0.2373	0.6147	2060457	SpecPlus_000835	COc1cc(O)c2c(=O)cc(oc2c1)c3ccc(O)cc3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J18	compound treatment	1363.0	416.0	0.64	1594.0	65.1	0.12	1131.0	164.652777777778	0.221757914206319	0.5669	0.8213	907120	SpecPlus_000836	CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J19	compound treatment	1082.5	135.0	0.21	1408.0	-121.0	-0.22	1118.5	152.152777777778	0.204922644464802	0.1136	0.3114	2060458	SpecPlus_000837	CC(=O)Oc1cccc(C(=O)O)c1OC(=O)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J20	compound treatment	1372.5	425.0	0.66	1352.0	-177.0	-0.32	1239.0	272.652777777778	0.367214644773028	0.4081	0.4991	2060459	SpecPlus_000838	OC[C@H]1OC2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J21	compound treatment	1108.0	161.0	0.25	1338.0	-191.0	-0.34	1267.5	301.152777777778	0.405599059783687	0.1795	0.306	2060460	SpecPlus_000839	NC1=NCC(O1)c2ccccc2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J22	compound treatment	1521.0	574.0	0.89	1796.5	268.0	0.48	1310.0	343.652777777778	0.462838976904846	1.0575	0.9521	3173494	SpecPlus_000840	COC1CC(CC(C)C2CC(=O)C(C)/C=C(\C)/C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C(\C)/C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N4CCCCC4C(=O)O2)OC)CCC1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J23	mock treatment	1126.5	179.0	0.28	1269.0	-260.0	-0.47	1382.0	415.652777777778	0.559810130615985	0.2134	0.2736			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	J24	mock treatment	992.0	44.8	0.07	1388.0	-141.0	-0.25	1220.0	253.652777777778	0.341625034765922	0.0909	0.2109			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K01	mock treatment	1190.0	243.0	0.38	1402.5	-126.0	-0.23	999.0	32.6527777777781	0.0439774657358971	0.111	0.2515			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K02	mock treatment	1087.5	140.0	0.22	1810.0	281.0	0.51	1239.0	272.652777777778	0.367214644773028	0.6291	0.9512			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K03	compound treatment	1091.0	144.0	0.22	1421.0	-108.0	-0.19	1117.0	150.652777777778	0.20290241209582	0.1335	0.3727	2060461	SpecPlus_000841	COc1ccc(C2COc3c(OC)c(O)ccc3C2)c(OC)c1OC
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K04	compound treatment	1304.0	357.0	0.55	1571.0	42.1	0.08	1318.0	351.652777777778	0.473613549539417	0.6358	0.8695	3474304	SpecPlus_000842	COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K05	compound treatment	1189.0	242.0	0.37	1396.0	-133.0	-0.24	458.0	-508.347222222222	-0.684653008676969	-0.3174	-0.389	366	SpecPlus_000843	OC(=O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c3ccccc13
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K06	compound treatment	1279.5	332.0	0.51	1420.0	-109.0	-0.2	1068.5	102.152777777778	0.137581565498733	0.2631	0.464	2060462	SpecPlus_000844	C[C@H]1[C@@H]2[C@@H](O)C[C@@]3(C)C=CC(=O)C(=C3[C@@]2(C)OC1=O)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K07	compound treatment	529.0	-418.0	-0.65	384.0	-1140.0	-2.06	425.0	-541.347222222222	-0.729098120794574	-1.9832	-0.8706	3173495	SpecPlus_000845	COC(=O)C[C@H]1[C@@]2(C)C(OC3CC(C(=C32)C)c4ccoc4)[C@@H]5OC(=O)[C@]6(C)C=CC(=O)[C@@]1(C)C56
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K08	compound treatment	1304.0	357.0	0.55	1464.0	-64.9	-0.12	1041.0	74.6527777777781	0.100543972067395	0.3093	0.5398	2060463	SpecPlus_000846	COc1ccc(cc1)c2coc3c(OC)c(OC)cc(O)c3c2=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K09	compound treatment	1566.5	619.0	0.96	1794.5	266.0	0.48	1141.0	174.652777777778	0.235226129999533	0.9646	0.8802	2060464	SpecPlus_000847	CC(C)CCCC(C)[C@H]1CCC2C3C(CC[C@]12C)[C@@]4(C)CC[C@H](O)C[C@@H]4CC3=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K10	compound treatment	1211.0	264.0	0.41	1359.0	-170.0	-0.31	1007.0	40.6527777777781	0.0547520383704681	0.0908	0.177	2060465	SpecPlus_000848	CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)C1(C)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K11	compound treatment	609.0	-338.0	-0.52	811.0	-718.0	-1.29	526.0	-440.347222222222	-0.593069141283115	-1.3899	-0.918	3055171	SpecPlus_000849	COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CCc5c(C)c(O)c(O)cc5[C@]4(C)CC[C@@]3(C)C2C1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K12	compound treatment	947.0	-0.25	0.0	1191.0	-338.0	-0.61	1015.0	48.6527777777781	0.0655266110050391	-0.3132	-0.5125	1010201	SpecPlus_000850	ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K13	compound treatment	1189.0	242.0	0.37	1427.0	-102.0	-0.18	980.5	14.1527777777781	0.0190612665184516	0.1211	0.2905	2060466	SpecPlus_000851	OC(=O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K14	compound treatment	1267.5	320.0	0.5	1667.0	138.0	0.25	1406.0	439.652777777778	0.592133848519698	0.7713	0.951	2060467	SpecPlus_000852	COc1ccc2C(=O)/C(=C\c3ccc(OC)c(OC)c3)/COc2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K15	compound treatment	1175.0	228.0	0.35	1396.0	-133.0	-0.24	1008.0	41.6527777777781	0.0560988599497895	0.0978	0.2278	2060468	SpecPlus_000853	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c2ccccc2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K16	compound treatment	1343.0	396.0	0.61	1625.0	96.1	0.17	1250.0	283.652777777778	0.382029682145563	0.6738	0.908	840551	SpecPlus_000854	NCCCCC(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K17	compound treatment	1004.0	56.8	0.09	1059.0	-470.0	-0.85	913.0	-53.3472222222219	-0.0718491900857415	-0.4787	-0.5614	3055207	SpecPlus_000855	COc1cc(O)cc(/C=C/c2ccccc2)c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K18	compound treatment	1293.0	346.0	0.53	1242.0	-287.0	-0.52	1276.0	309.652777777778	0.417047043207919	0.2517	0.2954	2060469	SpecPlus_000856	C[C@H]1CC2C3CC[C@](O)(C(=O)COC(=O)C)C3(C)C[C@H](O)C2C4(C)C=CC(=O)C=C14
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K19	compound treatment	989.0	41.8	0.06	1204.0	-325.0	-0.58	1104.0	137.652777777778	0.185393731564642	-0.193	-0.3131	3055209	SpecPlus_000857	COc1cc(C(=O)O)c2Oc3c(C(O)O)c(O)cc(C)c3C(=O)Oc2c1C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K20	compound treatment	1219.5	272.0	0.42	1639.0	110.0	0.2	1256.0	289.652777777778	0.390110611621491	0.5827	0.9595	1015899	SpecPlus_000858	NCC(=O)CCC(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K21	compound treatment	1185.0	238.0	0.37	1598.5	69.6	0.13	1107.0	140.652777777778	0.189434196302606	0.394	0.9115	2060470	SpecPlus_000859	CC1CCC=C2C(CC(CC12C)C(=C)C)OC(=O)c3ccccc3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K22	compound treatment	916.0	-31.3	-0.05	1171.0	-358.0	-0.64	1180.0	213.652777777778	0.287752171593067	-0.2334	-0.3302	1044412	SpecPlus_000860	Oc1cc2ccccc2oc1=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K23	mock treatment	1940.5	993.0	1.54	1513.0	-15.9	-0.03	1201.0	234.652777777778	0.316035424758816	1.0531	0.6712			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	K24	mock treatment	1022.0	74.8	0.12	1720.5	192.0	0.34	1421.0	454.652777777778	0.612336172209519	0.6192	0.8696			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L01	mock treatment	1106.0	159.0	0.25	1772.0	243.0	0.44	1522.0	555.652777777778	0.748365151720978	0.8262	0.9172			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L02	mock treatment	1272.0	325.0	0.5	1728.5	200.0	0.36	1374.0	407.652777777778	0.549035557981414	0.8143	0.9855			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L03	compound treatment	914.5	-32.8	-0.05	1117.5	-411.0	-0.74	987.0	20.6527777777781	0.0278156067840405	-0.4403	-0.5934	1009556	SpecPlus_000861	Nc1c2ccccc2nc3ccccc13
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L04	compound treatment	1176.0	229.0	0.35	1605.0	76.1	0.14	1229.5	263.152777777778	0.354419839769475	0.4879	0.9398	2060471	SpecPlus_000862	C[C@H]1[C@H]2[C@H](OC1=O)[C@@H]3C(=CC(=O)C3=C(C)C[C@@H]2O)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L05	compound treatment	1193.5	246.0	0.38	1590.0	61.1	0.11	1194.0	227.652777777778	0.306607673703566	0.4604	0.9186	2060472	SpecPlus_000863	C[C@@]12CCC3C(C=CC4=CC(=O)CC[C@]34C)C2CC[C@@]1(O)CCC(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L06	compound treatment	1326.0	379.0	0.59	1595.0	66.1	0.12	1364.0	397.652777777778	0.5355673421882	0.7161	0.8922	593	SpecPlus_000864	Oc1ccc2ccc(=O)oc2c1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L07	compound treatment	1002.0	54.8	0.08	1248.0	-281.0	-0.51	1136.0	169.652777777778	0.228492022102926	-0.1108	-0.1976	1009258	SpecPlus_000865	O=C1NC(=O)C(=O)C(=O)N1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L08	compound treatment	1272.0	325.0	0.5	1726.0	197.0	0.35	1032.5	66.1527777777781	0.0890959886431632	0.5461	0.8791	2060473	SpecPlus_000866	C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@](C)(O)CC[C@@H]1[C@@]23O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L09	compound treatment	1318.5	371.0	0.57	1354.0	-175.0	-0.31	1131.5	165.152777777778	0.22243132499598	0.2784	0.4026	3055218	SpecPlus_000867	OCC(O)[C@H]1OC(=O)C(=C1O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L10	compound treatment	1218.0	271.0	0.42	1573.5	44.6	0.08	1232.5	266.152777777778	0.358460304507439	0.4951	0.8887	1001314	SpecPlus_000868	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]4N[C@@H](COCCOC)O[C@H]([C@H]4C)[C@]1(C)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L11	compound treatment	1302.5	355.0	0.55	1438.5	-90.4	-0.16	1311.5	345.152777777778	0.464859209273828	0.4918	0.6665	1473	SpecPlus_000869	CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]3(C)C2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L12	compound treatment	1603.0	656.0	1.01	1666.5	138.0	0.25	1325.5	359.152777777778	0.483714711384327	1.0078	0.8758	3474312	SpecPlus_000870	Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L13	compound treatment	1588.0	641.0	0.99	1567.0	38.1	0.07	1371.0	404.652777777778	0.54499509324345	0.9265	0.8176	1000219	SpecPlus_000871	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L14	compound treatment	1339.0	392.0	0.61	1459.0	-69.9	-0.13	1284.5	318.152777777778	0.428495026632151	0.5247	0.697	2060474	SpecPlus_000872	O[C@@H]1Cc2c(O)cc(O)c([C@@H]3[C@@H](O)[C@H](Oc4c([C@@H]5[C@@H](O)[C@H](Oc6cc(O)cc(O)c56)c7cc(O)c(O)c(O)c7)c(O)cc(O)c34)c8cc(O)c(O)c(O)c8)c2O[C@@H]1c9cc(O)c(O)c(O)c9
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L15	compound treatment	1338.5	391.0	0.61	1548.0	19.1	0.03	1355.5	389.152777777778	0.524119358763969	0.6719	0.8384	2060475	SpecPlus_000873	COc1cc(OC)c2C(=O)CC(Oc2c1)c3ccccc3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L16	compound treatment	1352.5	405.0	0.63	1735.0	206.0	0.37	1339.5	373.152777777778	0.502570213494826	0.8661	0.9788	3474314	SpecPlus_000874	CN1CCCCC1C(=O)Nc2c(C)cccc2C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L17	compound treatment	1353.0	406.0	0.63	1393.5	-135.0	-0.24	1194.0	227.652777777778	0.306607673703566	0.3988	0.5391	2552	SpecPlus_000875	OC[C@H]1O[C@H](C(O)[C@H]1O)n2c(F)cc(=O)[nH]c2=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L18	compound treatment	1258.0	311.0	0.48	1530.0	1.09	0.0	1282.0	315.652777777778	0.425127972683847	0.5241	0.8167	2060476	SpecPlus_000876	C[C@H]1[C@@H]2CCC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)C)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L19	compound treatment	1316.0	369.0	0.57	1483.0	-45.9	-0.08	1424.0	457.652777777778	0.616376636947483	0.6375	0.7555	2060477	SpecPlus_000877	CC(C)CCCC(C)C1CCC2C3=CC[C@H]4C[C@@H](O)CCC4(C)C3CCC12C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L20	compound treatment	1148.5	201.0	0.31	1535.0	6.09	0.01	1280.0	313.652777777778	0.422434329525204	0.43	0.8192	1089854	SpecPlus_000878	Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L21	compound treatment	1303.0	356.0	0.55	1438.0	-90.9	-0.16	1279.0	312.652777777778	0.421087507945883	0.4665	0.6552	2060478	SpecPlus_000879	CNc1ccc(cc1)C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2C)O3)C(=O)OC
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L22	compound treatment	1026.5	79.3	0.12	1292.0	-237.0	-0.43	1095.0	128.652777777778	0.173272337350749	-0.0752	-0.1579	2060479	SpecPlus_000880	COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(CO)c2O)c(C)c1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L23	mock treatment	1745.5	798.0	1.23	1495.0	-33.9	-0.06	1247.0	280.652777777778	0.377989217407599	0.896	0.693			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	L24	mock treatment	1027.0	79.8	0.12	1402.0	-127.0	-0.23	1312.0	345.652777777778	0.465532620063489	0.2082	0.3907			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M01	mock treatment	902.0	-45.3	-0.07	1503.0	-25.9	-0.05	1191.0	224.652777777778	0.302567208965602	0.1074	0.3419			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M02	mock treatment	893.5	-53.8	-0.08	1247.0	-282.0	-0.51	1240.5	274.152777777778	0.36923487714201	-0.1275	-0.2016			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M03	compound treatment	1088.0	141.0	0.22	1556.0	27.1	0.05	1245.0	278.652777777778	0.375295574248956	0.3705	0.8486	2060480	SpecPlus_000881	Oc1ccc(cc1)C2CC(=O)c3ccccc3O2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M04	compound treatment	978.5	31.3	0.05	1326.5	-202.0	-0.36	968.5	2.15277777777806	0.00289940756659501	-0.1806	-0.4917	3173624	SpecPlus_000882	CC1CCC2=C1C[C@@H](CC[C@@H]2C)C(C)(C)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M05	compound treatment	1282.0	335.0	0.52	1562.5	33.6	0.06	1124.0	157.652777777778	0.212330163151069	0.4564	0.8108	3173625	SpecPlus_000883	Nc1nc2n(cnc2c(=O)[nH]1)C3C[C@H](O)[C@@H](CO)O3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M06	compound treatment	1268.5	321.0	0.5	1390.5	-138.0	-0.25	1235.0	268.652777777778	0.361827358455742	0.3521	0.5309	1002856	SpecPlus_000884	CCC(C(=O)N)c1ccccc1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M07	compound treatment	1156.0	209.0	0.32	1412.0	-117.0	-0.21	808.0	-158.347222222222	-0.213265455914486	-0.0581	-0.1318	3173626	SpecPlus_000885	CC(C)C(C)/C=C/C(C)C1CCC2C3=CC=C4C(C)(C)C(CCC4(C)C3CCC12C)OC(=O)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M08	compound treatment	960.0	12.8	0.02	933.5	-595.0	-1.07	728.0	-238.347222222222	-0.321011182260197	-0.7921	-0.7085	3055280	SpecPlus_000886	CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc3ccccc13
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1083	M09	compound treatment	1530.0	583.0	0.9	1425.0	-104.0	-0.19	1079.0	112.652777777778	0.151723192081607	0.5002	0.5361	3173627	SpecPlus_000887	CCCCCC(O)C1C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)/C(=C/C=C/C=C/C=C/C=C/C(O)C(C)OC1=O)/C
