"State Name","State","Jurisdiction Name","Jurisdiction Type","Fiscal Year Ending","Program Name","Program Purpose","Statutory Authority","Abating Jurisdictions","Applicable Taxes","Abatement Method","Recapture Provisions","Gross Revenue Loss","Reimbursement","Net Revenue Loss","Type of Loss","Disclosure Notes","Document Source"
"Nebraska","NE","Dodge County School District 001","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Fremont, Nebraska","Property Tax","Tax Rebate","(not specified)","$145,927","$0","$145,927","Passive","(none)",""
"Nebraska","NE","Douglas County","County","2018","Tax Increment Financing (TIF)","Blight","State Statute Â§18-2101 through Â§18-2150","Unspecified","Property Tax","Tax Increment Financing (TIF)","(not specified)","$4,670,600","$0","$4,670,600","Passive","(none)","https://www.douglascountyclerk.org/finance-division/county-financial-reports"
"Nebraska","NE","Douglas County School District 54 Ralston Public Schools","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Ralston, Nebraska","Property Tax","Tax Rebate","(not specified)","$644,435","$0","$644,435","Passive","(none)",""
"Nebraska","NE","Educational Service Unit 10","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Kearney, Nebraska","Property Tax","Tax Rebate","(not specified)","$6,237","$0","$6,237","Passive","(none)",""
"Nebraska","NE","Educational Service Unit 3","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","Various cities, Nebraska","Property Tax","Tax Rebate","(not specified)","$56,078","$0","$56,078","Passive","(none)",""
"Nebraska","NE","Educational Service Unit 7","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","Various cities and villages, Nebraska","Property Tax","Tax Rebate","(not specified)","$1,239,879","$0","$1,239,879","Passive","Provided breakdown by development projects and recipients",""
"Nebraska","NE","Gering Public Schools 16","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Gering, Nebraska","Property Tax","Tax Rebate","(not specified)","$187,122","$0","$187,122","Passive","(none)",""
"Nebraska","NE","Hall County School District 2 Grand Island Public Schools","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Grand Island, Nebraska","Property Tax","Tax Rebate","(not specified)","$994,317","$0","$994,317","Passive","(none)",""
"Nebraska","NE","Hastings Public Schools","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Hastings, Nebraska","Property Tax","Tax Rebate","(not specified)","$210,418","$0","$210,418","Passive","(none)",""
"Nebraska","NE","Holdrege Public Schools","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Holdrege, Nebraska","Property Tax","Tax Rebate","(not specified)","$157,871","$0","$157,871","Passive","(none)",""
"Nebraska","NE","Kearney School District 07","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Kearney, Nebraska","Property Tax","Tax Rebate","(not specified)","$609,485","$0","$609,485","Passive","(none)",""
"Nebraska","NE","Lancaster County","County","2018","Various Tax Abatement Programs","General Economic Development","(not specified)","Various, see CAFR","Property Tax","Tax Abatement","(not specified)","$1,301,931","$0","$1,301,931","Passive","(none)","https://www.lancaster.ne.gov/Archive.aspx?AMID=44"
"Nebraska","NE","Lexington School District 1","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Lexington, Nebraska","Property Tax","Tax Rebate","(not specified)","$414,649","$0","$414,649","Passive","(none)",""
"Nebraska","NE","Mccook School District 17","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Mccook, Nebraska","Property Tax","Tax Rebate","(not specified)","$57,461","$0","$57,461","Passive","(none)",""
"Nebraska","NE","Nebraska","State","2018","Beginner Farmer Tax Credit Act","Agricultural development","Nebraska Revised Statutes 77-5201 throuhg 77-5215","State of Nebraska","Income Tax; Property Tax","Tax Credit; Tax Exemption","This credit is subject to recapture if the three-year lease agreement is terminated with fault on the part of the owner of the agricultural assets","$1,503,000","$0","$1,503,000","Active","Property Tax abatements only affect county revenues","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","Nebraska Advantage Rural Development Act","Business attraction/retention/expansion","Nebraska Revised Statutes 77-27,187 through 77-27,196.01","State of Nebraska","Income Tax; Sales and Use Tax; withholding","Tax Credit; tax refund","Failure to meet the requirements results in recapturing of all benefits","$1,021,000","$0","$1,021,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","Community Development Assistance Act","Community development","Neb. Rev. Stat. Â¬ÃŸÂ¬ÃŸ 13-201 through 13-208","State of Nebraska","Income Tax; Premium Tax; Franchise Tax","Tax Credit","(no provisions for recapture)","$263,000","$0","$263,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","New Market Job Growth Investment Tax Credit","Community development","Nebraska Revised Statutes 77-1101 through 77-1119","State of Nebraska","Income Tax; Insurance Premium Tax; Franchise Tax","Tax Credit","Credits may be recaptured if 1) any amount of the federal qualified equity investment credit is recaptured; 2) the Community Development Entity (CDE) redeems or repays some or all of the principle of the investment prior to the last credit allowance date; 3) the CDE fails to invest and satisfy the requirements of the program and maintain its investment in a qualified low-income community investment in Nebraska until the lsat credit allowance date.","$13,787,000","$0","$13,787,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","Nebraska Advantage","General Economic Development","Nebraska Revised Statutes 77-5901 through 77-5908","State of Nebraska","Income Tax","Tax Credit; tax refund","(no provisions for recapture)","$154,192,000","$0","$154,192,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","Nebraska Job Creation and Mainstreet Revitalization Act","Historic Preservation","Nebraska Revised Statutes 77-2901 through 77-2912","State of Nebraska","Income Tax; Insurance Premium Tax; Franchise Tax","Tax Credit","If at any time during the five years after the improvement to the property is placed in service, the NSHS determines that the property is the subject of work not in substantial conformance with the approved application or the documents from which the Tax Credit was calculated, the Tax Credits may be recaptured from the property owner.","$3,630,000","$0","$3,630,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","Employment and Investment Growth","Job Creation/Retention","Nebraska Revised Statutes 77-4101 through 77-4113","State of Nebraska","Income Tax; Sales and Use Tax","Tax Credit; tax refund; Tax Exemption","Under recapture, for each year the levels are not maintanied, the taxpayer cannot earn new Tax Credits or claim direct refunds of sales and use tax for investments made during the year.","$69,012,000","$0","$69,012,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","Nebraska Advantage Microenterprise Tax Credit Act","Small business development","Nebraska Revised Statutes 77-5901 through 77-5908","State of Nebraska","Income Tax","Tax Credit; tax refund","(no provisions for recapture)","$734,000","$0","$734,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Nebraska","State","2018","Angel Investment Tax Credit","Technology (various)","Nebraska Revised Statutes 77-6301 through 77-6310","State of Nebraska","Income Tax","Tax Credit","These credits are subject to recapture if the investment is not held in the small business for at least three years","$5,253,000","$0","$5,253,000","Active","(none)","https://das.nebraska.gov/accounting/fin-report.html"
"Nebraska","NE","Ogallala Public Schools","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Ogallala, Nebraska","Property Tax","Tax Rebate","(not specified)","$297,773","$0","$297,773","Passive","(none)",""
"Nebraska","NE","Omaha Public Schools","School District","2018","Tax Increment Financing (TIF)","General Economic Development","(not specified)","City of Bellevue","Property Tax","Tax Diversion","(not specified)","$85","$0","$85","Passive","(none)",""
"Nebraska","NE","Omaha Public Schools","School District","2018","Tax Increment Financing (TIF)","General Economic Development","(not specified)","City of Omaha","Property Tax","Tax Diversion","(not specified)","$16,925","$0","$16,925","Passive","(none)",""
"Nebraska","NE","Schuyler Community Schools 123","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Schuyler, Nebraska","Property Tax","Tax Rebate","(not specified)","$23,637","$0","$23,637","Passive","(none)",""
"Nebraska","NE","Scottsbluff Public Schools","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Scottsbluff, Nebraska","Property Tax","Tax Rebate","(not specified)","$250,003","$0","$250,003","Passive","(none)",""
"Nebraska","NE","South Sioux City Community Schools District 11","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of South Sioux City, Nebraska","Property Tax","Tax Rebate","(not specified)","$452,047","$0","$452,047","Passive","(none)",""
"Nebraska","NE","Wahoo School District 39","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Wahoo, Nebraska","Property Tax","Tax Rebate","(not specified)","$104,578","$0","$104,578","Passive","(none)",""
"Nebraska","NE","Waverly Public Schools 55-0145","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of Eagle and City of Waverly, Nebraska","Property Tax","Tax Rebate","(not specified)","$264,149","$0","$264,149","Passive","Provided breakdown by recipients",""
"Nebraska","NE","West Point School District 1","School District","2018","Tax Increment Financing (TIF) Districts","General Economic Development (TIF)","(not specified)","City of West Point, Nebraska","Property Tax","Tax Rebate","(not specified)","$67,412","$0","$67,412","Passive","(none)",""
"Nevada","NV","Austin","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$4,444","$0","$4,444","Passive","(none)",""
"Nevada","NV","Battle Mountain","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$65,985","$0","$65,985","Passive","(none)",""
"Nevada","NV","Boulder City","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$35,503","$0","$35,503","Passive","(none)",""
"Nevada","NV","Boulder City","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$23,788","$0","$23,788","Passive","(none)",""
"Nevada","NV","Boulder City","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$4,333","$0","$4,333","Passive","(none)",""
"Nevada","NV","Boulder City","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$2,808","$0","$2,808","Passive","(none)",""
"Nevada","NV","Boulder Library District","Special district","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$2,109","$0","$2,109","Passive","(none)",""
"Nevada","NV","Boulder Library District","Special district","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$1,413","$0","$1,413","Passive","(none)",""
"Nevada","NV","Boulder Library District","Special district","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$257","$0","$257","Passive","(none)",""
"Nevada","NV","Boulder Library District","Special district","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$167","$0","$167","Passive","(none)",""
"Nevada","NV","Carson City","County","2018","Various Tax Abatements","General Economic Development","Nevada Revised Statutes (NRS) Chapter 279","","Sales Tax","Tax rebate","(not specified)","$317,034","$0","$317,034","Active","See CAFR doe company specific details","https://www.carson.org/government/budget-financial-information"
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Tesla","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$7,121","$0","$7,121","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$3,439","$0","$3,439","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$2,389","$0","$2,389","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$1,007","$0","$1,007","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$542","$0","$542","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$469","$0","$469","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$172","$0","$172","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$22","$0","$22","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$5","$0","$5","Passive","(none)",""
"Nevada","NV","Carson-Truckee Water Conservancy","Special district","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$3","$0","$3","Passive","(none)",""
"Nevada","NV","Cave Rock General Improvement District","Special district","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$406","$0","$406","Passive","(none)",""
"Nevada","NV","Central Lyon Fire Protection","Special district","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$280","$0","$280","Passive","(none)",""
"Nevada","NV","Churchill County","County","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$318,794","$0","$318,794","Passive","(none)",""
"Nevada","NV","Churchill County","County","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Local Option Taxes","(not specified)","(not specified)","$142,103","$0","$142,103","Passive","(none)",""
"Nevada","NV","Churchill County School District","School District","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Local Schools Taxes","(not specified)","(not specified)","$378,941","$0","$378,941","Passive","(none)",""
"Nevada","NV","Churchill Mosquito District","Special district","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$15,994","$0","$15,994","Passive","(none)",""
"Nevada","NV","City of Bunkerville","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$1,758","$0","$1,758","Passive","(none)",""
"Nevada","NV","City of Bunkerville","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$1,178","$0","$1,178","Passive","(none)",""
"Nevada","NV","City of Bunkerville","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$215","$0","$215","Passive","(none)",""
"Nevada","NV","City of Bunkerville","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$139","$0","$139","Passive","(none)",""
"Nevada","NV","City of Enterprise","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$16,521","$0","$16,521","Passive","(none)",""
"Nevada","NV","City of Enterprise","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$11,070","$0","$11,070","Passive","(none)",""
"Nevada","NV","City of Enterprise","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$2,016","$0","$2,016","Passive","(none)",""
"Nevada","NV","City of Enterprise","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$1,307","$0","$1,307","Passive","(none)",""
"Nevada","NV","City of Henderson","Municipality","2018","Redevelopment Area Owner Participation Agreement","General Economic Development","Nevada Revised Statutes 279","City of Henderson","Property Tax","Tax sharing","(not specified)","$4,684,620","$0","$4,684,620","Active","(none)","https://www.cityofhenderson.com/government/departments/finance/financial-statements"
"Nevada","NV","City of Henderson","Municipality","2018","State of Nevada Tax Abatement Program (Data center)","Technology (data center)","Nevada Revised Statutes 360.754","State of Nevada","Property Tax; Sales and Use Tax","(not specified)","(not specified)","$350,816","$0","$350,816","Passive","(none)","https://www.cityofhenderson.com/government/departments/finance/financial-statements"
"Nevada","NV","City of Henderson","Municipality","2018","State of Nevada Tax Abatement Program (Machinery/equipment)","General Economic Development","Nevada Revised Statutes 374.357","State of Nevada","Sales and Use Tax","(not specified)","(not specified)","$235,052","$0","$235,052","Passive","(none)","https://www.cityofhenderson.com/government/departments/finance/financial-statements"
"Nevada","NV","City of Henderson","Municipality","2018","State of Nevada Tax Abatement Program (Energy)","Energy production","Nevada Revised Statutes 701A","State of Nevada","Property Tax; Sales and Use Tax","(not specified)","(not specified)","$42,814","$0","$42,814","Passive","(none)","https://www.cityofhenderson.com/government/departments/finance/financial-statements"
"Nevada","NV","City of Henderson","Municipality","2018","State of Nevada Tax Abatement Program (Aviation)","Technology (aviation)","Nevada Revised Statutes 360.753","State of Nevada","Personal Property Tax; Sales and Use Tax","(not specified)","(not specified)","$27,750","$0","$27,750","Passive","(none)","https://www.cityofhenderson.com/government/departments/finance/financial-statements"
"Nevada","NV","City of Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Data center)","Technology (data center)","Nevada Revised Statutes 360.754","State of Nevada","Property Tax; Sales and Use Tax","Tax Abatement","(not specified)","$969,491","$0","$969,491","Passive","(none)","https://www.lasvegasnevada.gov/Government/Departments/Finance"
"Nevada","NV","City of Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Machinery/equipment)","General Economic Development","Nevada Revised Statutes 374.357","State of Nevada","Sales and Use Tax","Tax Abatement","(not specified)","$649,572","$0","$649,572","Passive","(none)","https://www.lasvegasnevada.gov/Government/Departments/Finance"
"Nevada","NV","City of Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Energy)","Energy production","Nevada Revised Statutes 701A","State of Nevada","Property Tax; Sales and Use Tax","Tax Abatement","(not specified)","$118,318","$0","$118,318","Passive","(none)","https://www.lasvegasnevada.gov/Government/Departments/Finance"
"Nevada","NV","City of Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Aviation)","Technology (aviation)","Nevada Revised Statutes 360.753","State of Nevada","Personal Property Tax; Sales and Use Tax","Tax Abatement","(not specified)","$76,688","$0","$76,688","Passive","(none)","https://www.lasvegasnevada.gov/Government/Departments/Finance"
"Nevada","NV","City of Laughlin","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$25,661","$0","$25,661","Passive","(none)",""
"Nevada","NV","City of Laughlin","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$17,193","$0","$17,193","Passive","(none)",""
"Nevada","NV","City of Laughlin","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$3,132","$0","$3,132","Passive","(none)",""
"Nevada","NV","City of Laughlin","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$2,030","$0","$2,030","Passive","(none)",""
"Nevada","NV","City of Mesquite","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$27,067","$0","$27,067","Passive","(none)",""
"Nevada","NV","City of Mesquite","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$18,135","$0","$18,135","Passive","(none)",""
"Nevada","NV","City of Mesquite","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$3,303","$0","$3,303","Passive","(none)",""
"Nevada","NV","City of Mesquite","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$2,141","$0","$2,141","Passive","(none)",""
"Nevada","NV","City of Minden","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$7,944","$0","$7,944","Passive","(none)",""
"Nevada","NV","City of Moapa Valley","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$2,812","$0","$2,812","Passive","(none)",""
"Nevada","NV","City of Moapa Valley","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$1,884","$0","$1,884","Passive","(none)",""
"Nevada","NV","City of Moapa Valley","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$343","$0","$343","Passive","(none)",""
"Nevada","NV","City of Moapa Valley","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$222","$0","$222","Passive","(none)",""
"Nevada","NV","City of North Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Data center)","Technology (data center)","Nevada Revised Statutes 360.754","State of Nevada","Sales and Use Tax","(not specified)","(not specified)","$179,275","$0","$179,275","Passive","(none)","http://www.cityofnorthlasvegas.com/departments/finance/cafr.php"
"Nevada","NV","City of North Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Machinery/equipment)","General Economic Development","Nevada Revised Statutes 374.357","State of Nevada","Sales and Use Tax","(not specified)","(not specified)","$120,117","$0","$120,117","Passive","(none)","http://www.cityofnorthlasvegas.com/departments/finance/cafr.php"
"Nevada","NV","City of North Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Energy)","Energy production","Nevada Revised Statutes 701A","State of Nevada","Sales and Use Tax","(not specified)","(not specified)","$21,879","$0","$21,879","Passive","(none)","http://www.cityofnorthlasvegas.com/departments/finance/cafr.php"
"Nevada","NV","City of North Las Vegas","Municipality","2018","State of Nevada Tax Abatement Program (Aviation)","Technology (aviation)","Nevada Revised Statutes 360.753","State of Nevada","Sales and Use Tax","(not specified)","(not specified)","$14,181","$0","$14,181","Passive","(none)","http://www.cityofnorthlasvegas.com/departments/finance/cafr.php"
"Nevada","NV","City of Paradise","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$248,876","$0","$248,876","Passive","(none)",""
"Nevada","NV","City of Paradise","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$166,750","$0","$166,750","Passive","(none)",""
"Nevada","NV","City of Paradise","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$30,373","$0","$30,373","Passive","(none)",""
"Nevada","NV","City of Paradise","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$19,686","$0","$19,686","Passive","(none)",""
"Nevada","NV","City of Reno","Municipality","2018","State of Nevada Tax Abatement Program (Energy)","Energy production","Nevada Revised Statutes 701A","State of Nevada","Property Tax; Sales and Use Tax","(not specified)","(not specified)","$1,036,445","$0","$1,036,445","Passive","(none)","https://www.reno.gov/government/departments/finance/financial-reports"
"Nevada","NV","City of Reno","Municipality","2018","State of Nevada Tax Abatement Program (Data center)","Technology (data center)","Nevada Revised Statutes 360.754","State of Nevada","Property Tax; Sales and Use Tax","(not specified)","(not specified)","$720,161","$0","$720,161","Passive","(none)","https://www.reno.gov/government/departments/finance/financial-reports"
"Nevada","NV","City of Reno","Municipality","2018","State of Nevada Tax Abatement Program (Aviation)","Technology (aviation)","Nevada Revised Statutes 360.753","State of Nevada","Personal Property Tax; Sales and Use Tax","(not specified)","(not specified)","$51,848","$0","$51,848","Passive","(none)","https://www.reno.gov/government/departments/finance/financial-reports"
"Nevada","NV","City of Reno","Municipality","2018","State of Nevada Tax Abatement Program (Machinery/equipment)","General Economic Development","Nevada Revised Statutes 374.357","State of Nevada","Sales and Use Tax","(not specified)","(not specified)","$949","$0","$949","Passive","(none)","https://www.reno.gov/government/departments/finance/financial-reports"
"Nevada","NV","City of Sparks","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$417,810","$0","$417,810","Passive","(none)",""
"Nevada","NV","City of Sparks","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$290,310","$0","$290,310","Passive","(none)",""
"Nevada","NV","City of Sparks","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$20,901","$0","$20,901","Passive","(none)",""
"Nevada","NV","City of Sparks","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$382","$0","$382","Passive","(none)",""
"Nevada","NV","City of Spring Valley","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$77,334","$0","$77,334","Passive","(none)",""
"Nevada","NV","City of Spring Valley","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$51,815","$0","$51,815","Passive","(none)",""
"Nevada","NV","City of Spring Valley","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$9,438","$0","$9,438","Passive","(none)",""
"Nevada","NV","City of Spring Valley","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$6,117","$0","$6,117","Passive","(none)",""
"Nevada","NV","City of Summerlin","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$703","$0","$703","Passive","(none)",""
"Nevada","NV","City of Summerlin","Municipality","2018","Standard","General Economic Development","(not specified)","State of Nevada","Property/Employer Excise/Sales/Use Taxes","(not specified)","(not specified)","$471","$0","$471","Passive","(none)",""
"Nevada","NV","City of Summerlin","Municipality","2018","Renewable Energy","Energy production","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$86","$0","$86","Passive","(none)",""
"Nevada","NV","City of Summerlin","Municipality","2018","Aviation","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$56","$0","$56","Passive","(none)",""
"Nevada","NV","City of Sunrise Manor","Municipality","2018","Data Center","General Economic Development","(not specified)","State of Nevada","Property/Sales/Use Taxes","(not specified)","(not specified)","$37,964","$0","$37,964","Passive","(none)",""
